brand,km_driven,fuel,owner,selling_price
Hyundai,198461,CNG,Second Owner,2715427
Volkswagen,214322,Petrol,Fourth Owner,2575187
Fiat,240561,Petrol,First Owner,4328054
Isuzu,144728,Petrol,Second Owner,3605741
Land Rover,10741,Diesel,First Owner,1649019
Chevrolet,152733,Electric,Second Owner,2441517
Ford,102091,Petrol,Third Owner,4546719
BMW,33690,Electric,Second Owner,4143893
BMW,37833,Diesel,Second Owner,1629402
Datsun,107566,Petrol,First Owner,499121
Porsche,76240,Diesel,Third Owner,4611931
Datsun,249731,Electric,Fourth Owner,4757129
MG,111898,Electric,First Owner,2380270
Chevrolet,82711,Petrol,Third Owner,4558682
Mahindra,193213,Electric,Third Owner,4498543
Chevrolet,214304,CNG,First Owner,4410439
Nissan,44023,CNG,Second Owner,1291709
Datsun,45209,Petrol,Third Owner,2246405
Honda,98590,Diesel,Fourth Owner,2848374
Datsun,91612,Diesel,Second Owner,1717531
BMW,85522,Diesel,First Owner,2155320
Fiat,116654,CNG,First Owner,3566668
Mercedes,150512,Electric,First Owner,4127058
Kia,124107,CNG,First Owner,3309793
Nissan,144032,Electric,Fourth Owner,4632834
Skoda,27462,CNG,Fourth Owner,4376759
Kia,22821,Diesel,Third Owner,852376
Maruti,193844,Diesel,Fourth Owner,1756484
Jeep,163330,Diesel,First Owner,1375485
Renault,97889,Petrol,Fourth Owner,1128219
Skoda,93952,Petrol,Second Owner,3686715
Nissan,198596,Electric,Second Owner,1417212
MG,158187,Petrol,Third Owner,3479448
Skoda,123066,CNG,First Owner,2461267
Citroen,182505,CNG,Fourth Owner,3910732
Kia,226576,Electric,Third Owner,3047778
BMW,224339,Electric,Third Owner,2048654
Tata,224393,Diesel,Fourth Owner,243606
Renault,241005,Petrol,Third Owner,4962432
Toyota,84364,Diesel,First Owner,2481921
Honda,75077,Petrol,Fourth Owner,4060820
Citroen,45644,Petrol,Second Owner,3976264
Renault,67643,Electric,Second Owner,1082439
Mini,18311,Diesel,Fourth Owner,2628260
Force,134466,Diesel,Third Owner,1348027
Isuzu,35531,Petrol,Third Owner,4842949
Datsun,19588,Petrol,Second Owner,2672880
Mitsubishi,54416,Electric,Second Owner,4444209
Kia,148452,CNG,First Owner,2909112
Skoda,178717,Diesel,Third Owner,3577700
Ford,153890,Diesel,First Owner,1503643
Mitsubishi,166929,Electric,Second Owner,2032370
MG,26711,Electric,Second Owner,3784486
Volvo,141169,Diesel,Second Owner,391929
Lexus,121348,Diesel,Second Owner,3641197
Lexus,164465,Petrol,First Owner,4752409
BMW,27076,CNG,Second Owner,4469634
Porsche,89274,Diesel,Fourth Owner,2636515
MG,62609,Electric,Third Owner,4601865
Isuzu,165389,Petrol,Second Owner,2090486
BMW,240837,Petrol,Third Owner,3346047
Toyota,63480,Electric,Second Owner,4369747
Kia,12044,Electric,First Owner,1090163
Volvo,207105,Petrol,Third Owner,3107371
Fiat,60486,Electric,First Owner,971815
Force,60162,Petrol,Second Owner,415637
Fiat,215359,Electric,Fourth Owner,2482101
Hyundai,34882,Petrol,Fourth Owner,1472506
Jeep,59078,Diesel,Fourth Owner,114248
Skoda,63734,Diesel,Fourth Owner,256456
Skoda,243680,Electric,Fourth Owner,4428272
Land Rover,113730,CNG,First Owner,1234751
Renault,179898,Diesel,Fourth Owner,1859968
Hyundai,92985,Petrol,Second Owner,3044606
Hyundai,49028,CNG,First Owner,3591126
Lexus,187403,Petrol,First Owner,1892934
Mercedes,103938,Petrol,Fourth Owner,3984296
Nissan,123319,Diesel,Third Owner,2768831
Mahindra,37543,Electric,Second Owner,3470879
Mercedes,129279,Electric,First Owner,3595439
Datsun,34362,Petrol,Second Owner,4726216
Toyota,163387,Diesel,Third Owner,547170
Volkswagen,163818,Petrol,First Owner,2470522
Datsun,146129,CNG,Second Owner,1165434
Maruti,247721,Petrol,Fourth Owner,2438696
Skoda,47915,Diesel,First Owner,3882509
Audi,157133,Petrol,First Owner,2877625
Jeep,56370,Diesel,First Owner,4534132
Force,170229,Electric,First Owner,2904608
Jaguar,116375,Diesel,Fourth Owner,4180982
Mini,147394,CNG,Third Owner,4311749
MG,74812,Diesel,Third Owner,587656
Porsche,213914,CNG,Second Owner,4573139
Fiat,39017,CNG,Fourth Owner,4451236
Porsche,61792,Petrol,Fourth Owner,3930509
Kia,163814,CNG,Second Owner,4457366
Tata,233208,Diesel,Fourth Owner,1476559
Ford,200880,Electric,Fourth Owner,2727926
Mahindra,134198,Diesel,First Owner,2399326
Toyota,22629,Electric,First Owner,562643
Ford,133614,CNG,First Owner,1047245
Citroen,144317,Petrol,Fourth Owner,2465020
Citroen,101950,CNG,Fourth Owner,1065851
Mahindra,179942,CNG,Third Owner,3137320
Skoda,231706,Electric,First Owner,2173393
Land Rover,69829,Diesel,Second Owner,193761
Mini,15588,Petrol,Fourth Owner,1813100
Mahindra,136514,Petrol,First Owner,1092410
Citroen,110280,Petrol,Third Owner,3802888
Mercedes,239051,Petrol,First Owner,933469
Hyundai,213411,Diesel,Third Owner,3006569
Lexus,45721,Petrol,Third Owner,3858607
Mercedes,173217,Electric,Fourth Owner,1108206
Renault,15599,Electric,Third Owner,4614316
Force,77594,Petrol,Third Owner,4794385
Porsche,218814,Petrol,Second Owner,2500919
Ford,213502,Diesel,Third Owner,376358
Force,139011,Diesel,Second Owner,3141878
Mitsubishi,27149,Petrol,Second Owner,2211850
Fiat,132616,Diesel,First Owner,1265120
Honda,202639,CNG,First Owner,3298066
Kia,146280,Petrol,Fourth Owner,528753
Nissan,202170,Diesel,Fourth Owner,2219621
Nissan,114034,Electric,Fourth Owner,4956150
Mahindra,185564,Petrol,Third Owner,4891369
Toyota,25951,Petrol,First Owner,2162470
Tata,184992,Electric,Third Owner,1386087
Porsche,51766,Electric,First Owner,4097261
Mini,62014,Diesel,Third Owner,440347
Lexus,164423,Electric,Fourth Owner,310409
Force,220288,CNG,First Owner,1256220
Hyundai,185458,Petrol,First Owner,1326789
Volvo,92122,CNG,Second Owner,2461449
Maruti,14308,Diesel,First Owner,911563
Mitsubishi,64252,Electric,First Owner,1954688
Fiat,211217,Petrol,Third Owner,1249463
Audi,231103,Electric,Fourth Owner,521499
Jeep,88211,Electric,Second Owner,1111484
Honda,164136,Diesel,Third Owner,4395651
Jaguar,189951,Diesel,First Owner,2188337
Jaguar,131534,Diesel,Third Owner,843259
Land Rover,13720,Diesel,Fourth Owner,2213188
Datsun,131204,Petrol,Second Owner,1679590
Honda,179012,CNG,Third Owner,1250902
Honda,84993,CNG,First Owner,2631528
Jeep,204547,Petrol,Third Owner,1035778
Audi,52113,Electric,First Owner,2025131
Force,53926,Petrol,Second Owner,4512467
Isuzu,174275,CNG,Second Owner,2358791
Chevrolet,224973,CNG,Third Owner,3896267
Jeep,141464,Petrol,Second Owner,3749510
MG,30905,Diesel,Fourth Owner,1253544
Nissan,209580,Electric,Third Owner,3531563
Jaguar,55385,Petrol,First Owner,220931
Fiat,35653,CNG,Third Owner,2004100
Jaguar,96865,Diesel,First Owner,3154728
Land Rover,220792,Electric,Second Owner,1140243
Force,130813,CNG,First Owner,1754266
MG,150871,Electric,First Owner,3024704
Toyota,196175,Diesel,First Owner,4374936
Maruti,20052,CNG,First Owner,2409207
MG,142116,Diesel,Fourth Owner,842879
Maruti,155943,Petrol,First Owner,411840
Isuzu,225375,Petrol,Third Owner,1488302
Isuzu,248791,Electric,Fourth Owner,466874
Nissan,156306,Diesel,First Owner,2394716
Jaguar,26381,Diesel,First Owner,2779235
Jaguar,153346,Electric,First Owner,2483856
Lexus,248234,Electric,Fourth Owner,2939343
Mahindra,223912,Electric,First Owner,2539687
Force,88108,Petrol,First Owner,220965
Skoda,240020,Electric,First Owner,3623006
Tata,54892,Petrol,Second Owner,314611
Tata,186593,Electric,Third Owner,3193228
Ford,96501,Diesel,First Owner,4139829
Isuzu,219992,Diesel,Third Owner,859669
Maruti,88391,Electric,Second Owner,4327450
Jeep,22920,Electric,Second Owner,4727397
Porsche,21702,Petrol,First Owner,1015980
Hyundai,239529,CNG,Third Owner,707348
Mini,6894,Petrol,Fourth Owner,3555551
Nissan,35985,Diesel,First Owner,4815432
Tata,164359,Electric,Fourth Owner,3731069
Fiat,130702,Diesel,Second Owner,3066165
Toyota,78527,CNG,Second Owner,3783179
Ford,151511,Petrol,Third Owner,3991211
Skoda,133676,Diesel,Fourth Owner,4849394
Mini,230692,Petrol,Fourth Owner,1200751
Volvo,47235,Electric,First Owner,3255839
Land Rover,163731,Diesel,Third Owner,2322740
Honda,29976,CNG,Third Owner,3073795
Kia,240311,Petrol,Fourth Owner,3438696
Isuzu,87643,Petrol,Second Owner,1799820
Volvo,203937,CNG,Third Owner,528755
Volvo,112631,Diesel,Second Owner,1251049
Nissan,204378,Diesel,First Owner,844543
Citroen,61697,Petrol,Third Owner,4349691
Audi,75382,CNG,Third Owner,1372137
Volkswagen,21651,Petrol,First Owner,4468199
Lexus,185116,Petrol,Third Owner,2528851
Audi,19633,Electric,Fourth Owner,148695
Isuzu,84164,Diesel,Fourth Owner,4225168
Mercedes,5569,Diesel,First Owner,1801132
Ford,195972,Electric,Second Owner,3796758
Land Rover,72509,Diesel,Second Owner,2245180
Chevrolet,128425,Diesel,Third Owner,4666583
Toyota,106126,Diesel,Second Owner,3838932
Lexus,132522,CNG,Second Owner,4611076
Mahindra,38038,Electric,First Owner,447240
Jaguar,185160,Petrol,Second Owner,3315951
Volkswagen,209249,CNG,Second Owner,953554
MG,210538,Petrol,Second Owner,2467352
Jaguar,208288,Electric,Fourth Owner,2571190
Nissan,202865,Electric,Fourth Owner,2912858
Fiat,209858,Electric,First Owner,4520444
Mercedes,43138,Diesel,Third Owner,596885
Tata,199382,CNG,First Owner,3314242
Renault,164829,Electric,Third Owner,3488854
Volvo,206466,Petrol,Third Owner,2064168
Renault,242957,Diesel,Second Owner,3026353
Audi,215099,Diesel,Second Owner,930198
Chevrolet,226902,CNG,First Owner,4160308
Citroen,192223,CNG,First Owner,2405711
Chevrolet,115740,CNG,First Owner,2801667
Mitsubishi,116174,Diesel,Fourth Owner,1618848
Force,54272,Electric,Fourth Owner,2431436
Toyota,142980,Petrol,Fourth Owner,4109022
Isuzu,146916,Electric,Fourth Owner,1441241
Volkswagen,56455,Petrol,Fourth Owner,3639749
Honda,239237,Electric,Second Owner,3674812
Ford,73447,CNG,Third Owner,1616119
Maruti,210599,Petrol,Fourth Owner,1577175
Honda,82108,Diesel,First Owner,424822
Volkswagen,179138,Petrol,Third Owner,4451901
Mini,231301,Diesel,Fourth Owner,3354770
Force,176076,Electric,Fourth Owner,1231122
Mercedes,43333,CNG,Second Owner,2785429
Fiat,126219,Petrol,Second Owner,1750374
Toyota,88029,Diesel,Second Owner,4736720
Hyundai,44697,Electric,Fourth Owner,2054418
Fiat,22634,CNG,Second Owner,4440391
Mini,130520,CNG,Fourth Owner,978638
Mini,29561,CNG,Third Owner,2168226
Mahindra,154105,Electric,Third Owner,680509
Toyota,208959,Electric,Fourth Owner,2842594
Honda,60063,Electric,First Owner,2205149
Hyundai,30921,CNG,Fourth Owner,2569284
Mitsubishi,24340,Petrol,Third Owner,2088832
Jeep,67781,Diesel,Third Owner,748478
Lexus,19901,Electric,Fourth Owner,3176141
Land Rover,15638,Petrol,Fourth Owner,4744811
Mini,174668,Diesel,Fourth Owner,3276236
Jaguar,222986,CNG,Third Owner,4119213
Lexus,49324,Petrol,First Owner,2641942
Nissan,93356,CNG,Fourth Owner,1069406
Ford,226668,Diesel,Third Owner,2521722
Datsun,37642,Electric,Fourth Owner,3780087
Land Rover,30378,CNG,Third Owner,4398917
Datsun,55867,Petrol,Fourth Owner,186132
Tata,78686,Electric,Third Owner,2166375
Mitsubishi,47875,Petrol,Fourth Owner,1718788
Fiat,123171,Diesel,Second Owner,1072046
Mitsubishi,225667,Diesel,Fourth Owner,3294992
Citroen,105061,Electric,Third Owner,1139375
Porsche,219801,Petrol,Fourth Owner,2418762
BMW,69377,Petrol,First Owner,4332326
Ford,59691,Petrol,Fourth Owner,3599050
Mitsubishi,245575,Petrol,Fourth Owner,2888091
Mahindra,229409,Diesel,Fourth Owner,1423291
Mercedes,200375,Petrol,First Owner,934657
Audi,196911,Diesel,First Owner,141189
Audi,54063,Petrol,First Owner,2537504
BMW,96782,Petrol,Second Owner,1988414
Land Rover,83343,CNG,First Owner,4991447
Fiat,88071,CNG,Second Owner,1773686
Jaguar,141564,Petrol,Fourth Owner,185587
Honda,126399,Diesel,Second Owner,2881391
Volvo,36357,Petrol,Fourth Owner,4585293
Porsche,207910,CNG,Second Owner,4304319
Volkswagen,37314,Petrol,First Owner,2566896
Toyota,184769,CNG,First Owner,4971160
Citroen,75283,Petrol,Second Owner,2319298
Kia,64567,Electric,Second Owner,126467
BMW,52006,Petrol,First Owner,4115382
Volvo,196083,Diesel,Fourth Owner,2261036
Toyota,242778,CNG,Fourth Owner,2863725
Volkswagen,146758,Electric,Fourth Owner,1636661
Tata,173521,CNG,Fourth Owner,928955
Ford,66606,CNG,Third Owner,4066188
Nissan,23891,Diesel,Fourth Owner,4936483
Lexus,188187,Petrol,Third Owner,1552337
Isuzu,106732,Diesel,Third Owner,4294661
MG,196791,Petrol,First Owner,4185020
Datsun,231536,Electric,First Owner,2560834
Datsun,209102,Diesel,Second Owner,547955
Ford,172795,Diesel,Fourth Owner,1150169
Mitsubishi,34877,CNG,Fourth Owner,883837
Renault,229589,Diesel,First Owner,2308055
Force,19026,Petrol,First Owner,4914457
Volvo,25422,Diesel,First Owner,526228
Chevrolet,145316,Diesel,Second Owner,563324
Mitsubishi,38481,Electric,Fourth Owner,1132806
Datsun,94180,Petrol,Second Owner,1558042
Renault,114384,CNG,Third Owner,4948051
Force,63031,Petrol,Third Owner,1230745
Volkswagen,144593,Electric,Fourth Owner,4464764
Porsche,137818,Petrol,First Owner,322779
Toyota,88127,Petrol,First Owner,1875341
Audi,97254,Diesel,Second Owner,4890099
Renault,73232,Diesel,Third Owner,3569183
Mini,148084,Petrol,Third Owner,1147887
Porsche,85224,Petrol,Fourth Owner,2014501
Land Rover,159529,CNG,Third Owner,2939301
Porsche,206644,Electric,First Owner,1895413
Land Rover,241503,Diesel,First Owner,828543
Mercedes,34960,Diesel,First Owner,2615867
Jeep,238094,Diesel,Fourth Owner,4638441
Renault,92695,Diesel,Second Owner,4106696
Force,135066,Petrol,Third Owner,4463285
Lexus,143982,Petrol,Fourth Owner,2453371
Mahindra,7693,CNG,Second Owner,4067054
Mahindra,120313,Diesel,Fourth Owner,227210
Force,151930,Diesel,Third Owner,958438
Hyundai,33810,Petrol,First Owner,639761
Datsun,25092,CNG,Second Owner,181697
Tata,224851,Petrol,Second Owner,120063
Jeep,184772,Diesel,Fourth Owner,3761721
Skoda,63105,Diesel,Fourth Owner,3781866
Mahindra,166577,Electric,First Owner,812060
Porsche,209300,Electric,Fourth Owner,3842739
Mitsubishi,33555,Electric,Third Owner,2716992
Jeep,76934,CNG,Third Owner,2290544
Toyota,77788,Petrol,Third Owner,3266067
Renault,82257,Diesel,Third Owner,1711345
Jaguar,22939,Diesel,First Owner,295423
Volkswagen,147897,CNG,First Owner,3486242
Mitsubishi,226859,Diesel,First Owner,3795451
Force,238563,Diesel,Fourth Owner,4153564
Land Rover,160223,Petrol,First Owner,1908773
Ford,133068,Electric,Second Owner,1099223
BMW,5036,Electric,Second Owner,3281223
Jeep,98948,CNG,Second Owner,3213336
Maruti,88707,Electric,Fourth Owner,3809776
Mitsubishi,44051,Electric,Fourth Owner,3358217
Volvo,234369,CNG,First Owner,3110935
Toyota,85738,CNG,Third Owner,3267812
Jeep,78596,Electric,Second Owner,2118026
Tata,65071,Petrol,Fourth Owner,2135298
Mini,135613,CNG,Second Owner,802921
Hyundai,78601,Diesel,First Owner,4027169
Mercedes,34873,CNG,Fourth Owner,2426248
Volkswagen,172720,Diesel,Third Owner,3211652
Audi,76468,CNG,Third Owner,4351536
Force,31470,CNG,Fourth Owner,2609125
BMW,201201,Electric,Third Owner,1457308
Maruti,13328,Electric,First Owner,3727626
Volkswagen,142405,Electric,Third Owner,3253786
Lexus,126173,Petrol,Second Owner,441798
Isuzu,51638,Electric,Second Owner,4418367
Audi,16268,Electric,Second Owner,172195
Fiat,206675,CNG,Fourth Owner,3316105
Datsun,118920,CNG,Fourth Owner,3632029
Mitsubishi,115379,Petrol,Fourth Owner,4210583
Jeep,153117,Diesel,Fourth Owner,2676209
Hyundai,176813,CNG,Fourth Owner,1196077
Force,224378,CNG,First Owner,1163114
Tata,178842,Diesel,Fourth Owner,740147
Fiat,12887,Petrol,Third Owner,2570108
Tata,234790,CNG,First Owner,628057
Nissan,233978,Electric,Fourth Owner,4232154
BMW,241226,Petrol,Third Owner,4346523
BMW,29918,Diesel,First Owner,1970115
Jaguar,40497,Diesel,Second Owner,2591051
Jaguar,98562,Electric,First Owner,3861003
Land Rover,197081,Electric,Fourth Owner,3574462
Honda,16929,Electric,First Owner,4514507
Jeep,249364,Petrol,First Owner,2314442
Jeep,107201,Diesel,Second Owner,3462734
Kia,197834,Electric,First Owner,1505146
Renault,236545,Electric,First Owner,3655306
Volkswagen,215171,Diesel,Second Owner,461470
Nissan,121566,CNG,Fourth Owner,3205217
Lexus,33546,Petrol,Third Owner,100503
Maruti,214496,CNG,First Owner,1651610
Jeep,173410,Electric,Second Owner,900008
Honda,170355,Petrol,First Owner,3437295
Isuzu,87494,CNG,Fourth Owner,4044044
Volkswagen,214242,Diesel,Fourth Owner,2851477
Toyota,220859,Electric,Second Owner,1050289
Toyota,51566,Petrol,Third Owner,3892127
MG,90464,Petrol,Third Owner,953144
Jeep,238853,Petrol,First Owner,1226857
Volvo,133279,Petrol,Second Owner,4502873
Skoda,86991,Electric,Third Owner,2115346
Jaguar,97680,Electric,Fourth Owner,797072
Honda,33013,Diesel,Third Owner,227744
Mercedes,57132,Diesel,Second Owner,3350622
Chevrolet,223484,Diesel,Fourth Owner,4542464
Isuzu,228570,CNG,First Owner,1560764
Maruti,164156,Diesel,Fourth Owner,591841
Chevrolet,112855,Electric,Third Owner,3449962
Hyundai,157215,CNG,Third Owner,687700
Fiat,96627,Electric,Third Owner,783763
Lexus,127772,CNG,First Owner,1615731
Toyota,150251,Diesel,Third Owner,588371
Mini,234415,Diesel,Second Owner,608062
Force,194798,Diesel,First Owner,2396379
Fiat,146294,CNG,Fourth Owner,2719252
Volvo,196037,Electric,Third Owner,2145175
BMW,69068,Petrol,Second Owner,1962796
Mitsubishi,160021,Electric,Second Owner,2625587
Maruti,21116,Diesel,First Owner,820801
Jeep,187124,CNG,Second Owner,2459699
Mercedes,56369,CNG,First Owner,4763089
Volvo,184889,Diesel,First Owner,127224
Land Rover,108100,CNG,First Owner,3619927
Maruti,238982,Diesel,Fourth Owner,4884083
Ford,219275,Electric,Fourth Owner,3062530
Force,210383,CNG,Second Owner,1424982
Renault,34655,Petrol,Fourth Owner,568586
BMW,193874,CNG,First Owner,4785335
Mercedes,52632,Diesel,First Owner,1919146
Nissan,150265,Petrol,Fourth Owner,2938877
Renault,216284,Diesel,Second Owner,2678747
Datsun,166848,CNG,First Owner,1270350
Honda,179297,Petrol,Fourth Owner,396856
Volvo,196082,Petrol,Third Owner,3804344
Kia,218807,CNG,Second Owner,923947
Renault,201523,Petrol,Second Owner,4618522
Force,184884,Electric,Second Owner,296019
Skoda,216674,Petrol,Third Owner,933289
Mahindra,23895,Petrol,First Owner,3978709
Mitsubishi,201854,Electric,Second Owner,4518156
Jaguar,157281,Diesel,Fourth Owner,4299631
Toyota,240892,Diesel,Second Owner,2913758
Kia,218408,Electric,Fourth Owner,3328403
Lexus,247718,Petrol,Second Owner,1371059
Hyundai,197879,CNG,Fourth Owner,2537892
Mini,28086,Electric,Fourth Owner,2081736
Porsche,90637,CNG,Fourth Owner,774165
Volvo,218099,Diesel,Third Owner,2952414
Mitsubishi,163279,Electric,Third Owner,4036287
Ford,112334,CNG,Third Owner,4274659
Mercedes,156969,Petrol,First Owner,1449039
Audi,68083,Electric,Fourth Owner,2996557
Chevrolet,100028,CNG,First Owner,3459181
Mini,71957,Electric,Third Owner,550927
Lexus,102551,Electric,Fourth Owner,3224475
Honda,83506,Diesel,First Owner,247621
MG,143355,Diesel,Third Owner,226566
Renault,99024,Petrol,First Owner,4908208
Lexus,86481,Diesel,First Owner,2332921
Volvo,5255,Diesel,Third Owner,2936605
Volvo,212627,Diesel,Fourth Owner,952005
MG,20487,CNG,Second Owner,3799924
Jaguar,243405,Electric,Second Owner,4230789
Renault,24346,Diesel,First Owner,4680061
Mercedes,40050,CNG,First Owner,1710153
Citroen,13744,Electric,First Owner,293782
Maruti,160828,Diesel,Fourth Owner,2337063
Jeep,66596,Diesel,First Owner,4390845
Kia,219469,Electric,First Owner,3969926
Datsun,161218,CNG,First Owner,763871
Land Rover,124640,CNG,Third Owner,754856
Skoda,60032,Petrol,Second Owner,2563968
Ford,47687,Electric,Second Owner,3092633
Force,182175,Petrol,Third Owner,2852312
Kia,158048,CNG,Fourth Owner,2192138
Jeep,67863,Diesel,Fourth Owner,3190106
BMW,136663,Petrol,Fourth Owner,2766078
Maruti,11277,CNG,Third Owner,3994978
Ford,66860,CNG,Second Owner,1809809
Mitsubishi,138332,Diesel,Second Owner,1352682
Citroen,245515,Electric,First Owner,591358
Chevrolet,201955,CNG,Second Owner,2006179
Ford,29741,Petrol,Fourth Owner,808359
Porsche,124720,Diesel,Fourth Owner,2613058
Mini,42211,Electric,First Owner,1427756
Force,245464,Electric,First Owner,1455760
Maruti,177614,Electric,Second Owner,2646564
Datsun,11869,CNG,First Owner,1065415
MG,229690,Electric,First Owner,2372786
Renault,92616,CNG,Third Owner,2226304
Tata,200804,Diesel,Second Owner,3855900
Volvo,99515,Diesel,Fourth Owner,3594403
Porsche,155494,Electric,Third Owner,3562783
Ford,171685,Diesel,Fourth Owner,3073882
Force,193088,Petrol,First Owner,2590513
Hyundai,65110,Petrol,First Owner,694925
Datsun,224601,CNG,Fourth Owner,4429623
Volkswagen,213994,Electric,Third Owner,3189770
Audi,39033,CNG,Third Owner,1585339
Toyota,50213,Diesel,Third Owner,2068776
Maruti,198065,Electric,First Owner,1910480
